well_authority_number,uwi_formatted,geom,spud_date,cumulative_oil_production_m3,cumulative_gas_production_e3m3,cumulative_water_production_m3,cumulative_condensate_production_bbl,completion_bottom_depth_m,prod_ip3_oil_bbld,prod_ip3_gas_mcfd,full_status,total_drilled_depth_m,last_production_date,prod_ip3_boe_boed,prod_mr3_wtr_bbld,prod_mr3_oil_bbld,cumulative_marketable_gas_production_mcf
21038,100/08-06-086-23W6/00,0101000020E610000090E271BC8B675EC0781ADEBE64364C40,20060614,2321.9,282.1,1720.6,0.0,1632.5,7.15,2.49,ABNZ OIL PRODUCTION,1682.0,20130501,1.15,2.19,4.85,1472.6215
